Bitcoin historical data for past 10 days
Coin: Ethereum, Day: 01-03-2020, Price: 218.34835692985286, Market Cap: 24105658618.96741, Volume: 13967572974.821035, News Sentiment: 0.1
Coin: Ethereum, Day: 29-02-2020, Price: 227.70528448376498, Market Cap: 25137364865.97101, Volume: 19715536659.914295, News Sentiment: 0.08
Coin: Ethereum, Day: 28-02-2020, Price: 225.42971511683754, Market Cap: 24879553838.25944, Volume: 23994578699.806026, News Sentiment: 0.11

Ripple historical data for past 10 days
Coin: Ripple, Day: 18-03-2020, Price: 0.14855496359845247, Market Cap: 6533184465.968457, Volume: 2083392083.9541287, News Sentiment: 0.07
Coin: Ripple, Day: 17-03-2020, Price: 0.14233610354273207, Market Cap: 6240388468.092608, Volume: 2529761544.987209, News Sentiment: 0.09
Coin: Ripple, Day: 16-03-2020, Price: 0.1536465110327934, Market Cap: 6732484159.771578, Volume: 2079737198.446287, News Sentiment: 0.08
Coin: Ripple, Day: 15-03-2020, Price: 0.14740449415734955, Market Cap: 6450069989.016672, Volume: 2154086289.8254404, News Sentiment: -0.05
Coin: Ripple, Day: 14-03-2020, Price: 0.15793320292960084, Market Cap: 6828007204.563598, Volume: 5002103249.521113, News Sentiment: 0.08
Coin: Ripple, Day: 13-03-2020, Price: 0.13782959908786777, Market Cap: 6028784807.164941, Volume: 2844634644.5898576, News Sentiment: 0.07
Coin: Ripple, Day: 12-03-2020, Price: 0.20985557507598007, Market Cap: 9174518395.667374, Volume: 2049343228.0515945, News Sentiment: 0.07
Coin: Ripple, Day: 11-03-2020, Price: 0.21152859473962587, Market Cap: 9268761808.195688, Volume: 2198016132.888562, News Sentiment: 0.13
Coin: Ripple, Day: 10-03-2020, Price: 0.20882219538631508, Market Cap: 9150172777.740633, Volume: 2703449654.798481, News Sentiment: -0.02
Coin: Ripple, Day: 09-03-2020, Price: 0.20384611735996336, Market Cap: 8932130947.405481, Volume: 2212569691.91303, News Sentiment: 0.17
Coin: Ripple, Day: 08-03-2020, Price: 0.23709215080017237, Market Cap: 10388905930.494232, Volume: 1974512300.6903646, News Sentiment: 0.03
Coin: Ripple, Day: 07-03-2020, Price: 0.24386760361915502, Market Cap: 10685792781.178034, Volume: 2329507514.6243596, News Sentiment: -0.01
Coin: Ripple, Day: 06-03-2020, Price: 0.23799885638303916, Market Cap: 10432581064.571096, Volume: 2193770065.4365125, News Sentiment: 0.09
Coin: Ripple, Day: 05-03-2020, Price: 0.23463668153171868, Market Cap: 10272279568.445084, Volume: 2236741729.1902986, News Sentiment: 0.02
Coin: Ripple, Day: 04-03-2020, Price: 0.23457912088562113, Market Cap: 10269759591.410824, Volume: 2454087704.964802, News Sentiment: 0.11
Coin: Ripple, Day: 03-03-2020, Price: 0.23935065416728013, Market Cap: 10478654993.098969, Volume: 2463124755.610758, News Sentiment: 0.11
Coin: Ripple, Day: 02-03-2020, Price: 0.22917706895795528, Market Cap: 10025695675.143848, Volume: 2069107143.4855473, News Sentiment: 0.14
Coin: Ripple, Day: 01-03-2020, Price: 0.23037150494861858, Market Cap: 10085552216.249443, Volume: 2044539704.0515926, News Sentiment: 0.08
Coin: Ripple, Day: 29-02-2020, Price: 0.23717611347675766, Market Cap: 10383454661.41943, Volume: 2477143911.606179, News Sentiment: 0.1
Coin: Ripple, Day: 28-02-2020, Price: 0.23617604299477746, Market Cap: 10372076911.34373, Volume: 2700620092.1848893, News Sentiment: 0.2

Tether historical data for past 10 days
Coin: Tether, Day: 18-03-2020, Price: 1.001779691295884, Market Cap: 4306583144.903502, Volume: 44460007814.426414, News Sentiment: 0.15
Coin: Tether, Day: 17-03-2020, Price: 1.005486285864779, Market Cap: 4317599420.116166, Volume: 50934758342.763794, News Sentiment: 0.12
Coin: Tether, Day: 16-03-2020, Price: 1.0011458948658396, Market Cap: 4293832554.0874405, Volume: 41647999561.05808, News Sentiment: 0.14
Coin: Tether, Day: 15-03-2020, Price: 0.9926635986079309, Market Cap: 4271079465.443513, Volume: 39487890716.07522, News Sentiment: 0.16
Coin: Tether, Day: 14-03-2020, Price: 1.0122904462995, Market Cap: 4340812840.148948, Volume: 92226829877.40114, News Sentiment: -0.08
